Geneid	CeACtrl	CeAMor	dStrCtrl	dStrMor	NAcCtrl	NAcMor
Nek5	0	0	0	0	2	0
Nek3	5	0	4	4	2	3
Ckap2	0	1	0	1	0	0
Gm29878	0	0	0	0	0	0
Vps36	38	35	33	19	43	43
Thsd1	3	0	8	9	5	3
Tpte	0	2	0	0	0	2
Slc25a15	8	17	13	23	24	23
1810012K16Rik	0	0	0	3	2	5
Mrps31	50	53	63	33	31	50
Gm39140	0	0	0	0	0	0
Smim19	34	41	51	19	49	51
Slc20a2	108	64	67	47	86	93
Vdac3	194	178	112	75	131	120
Gm30086	3	1	1	2	0	2
Gm30135	0	0	0	0	0	0
Dkk4	5	0	1	8	2	3
Polb	78	111	116	165	125	100
A930013F10Rik	45	43	99	116	46	65
Ikbkb	42	44	29	41	52	48
Plat	71	90	37	32	36	24
Ap3m2	204	148	77	66	130	76
LOC108167527	6	7	4	3	15	1
Kat6a	325	301	334	282	375	336
Ank1	47	50	74	47	83	99
LOC105243139	0	0	0	3	1	4
Gm15816	0	0	3	0	0	0
Mir486	0	0	0	0	0	0
Mir3107	0	0	0	0	0	0
Nkx6-3	0	0	0	0	0	0
Gm30306	0	0	0	0	0	0
Gm30247	0	0	0	2	0	0
Gpat4	235	159	181	76	153	92
Gins4	21	23	24	17	18	16
Golga7	87	52	75	91	99	81
Gm39141	16	22	13	15	10	8
Gm30370	0	0	0	0	0	0
Sfrp1	33	22	26	35	61	28
LOC102632305	0	0	0	0	0	0
Gm30471	0	0	0	0	0	0
Zmat4	65	62	77	68	92	76
Gm30633	0	0	0	0	0	0
Gm30692	0	0	0	0	0	0
Gm30757	0	0	0	0	0	0
1810011O10Rik	3	0	0	0	0	1
Gm30845	0	0	0	0	0	0
LOC102632957	0	0	0	0	0	0
Ido2	0	0	0	3	6	0
Ido1	5	3	24	13	7	0
Adam18	0	0	0	0	0	3
Adam3	1	0	0	0	0	0
Adam5	0	1	0	0	0	0
Adam32	0	0	4	8	4	4
Adam9	124	89	104	67	126	107
Tm2d2	39	63	54	45	69	76
Htra4	0	5	0	1	11	0
Plekha2	70	79	30	29	25	36
Gm39143	0	3	0	0	0	0
Tacc1	677	644	949	750	704	651
Mir8108	0	0	0	0	0	0
Gm39144	0	0	0	0	0	0
Gm39145	0	0	0	0	0	0
5430421F17Rik	0	0	1	0	0	0
Gm39146	0	0	0	3	4	0
Gm30978	0	0	0	0	0	0
Gm31045	0	0	0	0	2	0
Fgfr1	280	212	86	79	200	151
Gm31288	73	78	34	24	37	55
Gm16159	4	1	3	0	6	1
Letm2	67	63	96	98	100	70
Whsc1l1	511	495	522	440	518	374
Plpp5	39	31	58	32	40	26
Ddhd2	109	152	203	184	221	130
Bag4	466	331	238	197	313	280
Lsm1	53	45	38	31	26	29
Star	15	35	44	23	47	27
Ash2l	116	123	107	89	100	103
Kcnu1	13	20	12	13	10	2
Hgsnat	88	90	104	67	138	64
Pomk	99	71	57	38	101	76
Gm31402	8	5	8	12	17	8
Fnta	94	99	72	38	97	77
Hook3	531	489	407	322	507	418
1700047A11Rik	5	8	5	8	2	2
Rnf170	117	104	96	70	98	67
Thap1	33	18	36	26	48	12
Gm31727	0	0	0	0	0	0
Gm31784	0	0	0	0	0	0
Gm31843	0	0	0	0	0	0
Gm39148	0	0	0	0	0	0
Gm31898	0	0	0	0	0	0
Gm31983	0	0	0	0	0	0
Gm39149	0	0	0	0	0	0
Gm32050	0	0	0	0	0	0
Gm32098	0	0	0	0	0	0
LOC108167579	0	0	0	0	0	0
2310008N11Rik	0	0	0	0	0	0
Gm39150	1	0	3	2	9	0
Zfp703	39	34	25	15	10	17
Gm32389	0	0	0	0	0	0
Erlin2	134	140	116	74	154	152
Prosc	127	154	101	130	162	145
Adgra2	13	19	29	11	23	14
Gm39151	1	1	3	9	9	10
Brf2	43	18	14	17	34	30
Rab11fip1	0	0	2	0	0	0
4933416M07Rik	0	0	0	0	0	0
Got1l1	0	0	0	0	1	0
Adrb3	8	5	2	0	0	1
LOC108167529	0	2	2	5	3	12
Eif4ebp1	2	1	1	4	2	0
Gm9731	0	0	0	0	0	0
Tex24	0	0	0	0	0	0
Chrnb3	0	0	1	0	0	0
Chrna6	0	0	3	0	0	0
Poteg	0	0	0	0	0	0
Gm1698	0	0	0	0	0	0
Gm39153	0	0	0	0	0	0
Gm8096	0	0	0	0	0	0
Gm26795	0	0	0	0	0	0
Unc5d	901	741	91	76	399	361
Gm32505	22	30	9	12	10	11
Gm32567	1	0	0	0	0	0
Gm32621	0	0	0	0	0	0
Gm32678	0	0	0	0	0	0
Gm39154	0	0	0	0	0	1
4933433F19Rik	0	0	0	0	0	0
Gm32735	0	5	6	0	3	0
Gm32791	2	0	0	0	0	0
Gm32841	0	0	0	0	0	0
Dusp26	58	90	52	47	76	46
Gm40484	0	0	0	0	0	0
Rnf122	7	5	2	10	13	8
Snord13	153	144	68	33	83	42
Tti2	102	54	79	42	72	58
Mak16	118	68	59	50	51	54
Fut10	50	23	12	14	26	16
7420700N18Rik	0	0	0	0	0	0
Nrg1	166	98	386	308	174	145
Gm33223	5	18	14	18	14	13
Gm26578	2	10	11	2	2	3
Gm8179	0	2	8	1	9	1
LOC108167591	14	9	56	23	11	35
Gm39155	8	11	38	23	15	2
Gm3985	15	5	9	19	23	9
LOC108167592	0	7	3	1	14	5
Gm39156	0	0	0	0	0	0
Gm33281	0	0	0	0	0	0
Wrn	40	42	38	64	65	41
Purg	184	151	213	139	210	125
Hmgb1-rs17	0	0	0	0	2	0
Tex15	27	14	17	5	22	18
Ppp2cb	144	168	85	71	110	80
Ubxn8	80	56	45	28	57	69
Gm33433	3	0	2	0	0	0
Gsr	82	95	80	64	53	55
Gm40485	0	0	0	0	0	0
Gtf2e2	59	51	41	40	74	32
Smim18	23	24	6	17	18	12
Rbpms	17	5	9	5	13	13
Gm33588	0	0	0	0	0	0
Gm39157	0	0	0	0	0	0
Gm40487	0	0	0	0	0	0
Gm40486	0	0	0	0	0	0
Dctn6	93	105	77	59	118	74
Mboat4	0	0	0	1	4	0
Gm39158	0	0	0	0	0	0
Leprotl1	159	178	127	105	177	152
Saraf	450	370	245	167	391	322
Mir6395	0	5	0	3	0	11
Gm33638	1	3	2	0	0	3
Gm29243	0	0	0	0	0	0
Gm33831	0	1	0	0	0	0
Gm33910	0	0	0	0	0	0
Gm39159	0	0	0	0	0	0
LOC108167530	1	2	0	0	0	0
Gm39160	0	0	0	0	0	0
Gm40489	0	0	0	0	0	0
Gm33968	0	0	0	0	0	0
LOC108167580	0	0	0	0	0	0
B930018H19Rik	0	0	1	1	0	1
Gm34096	0	0	0	0	0	0
LOC108167581	0	0	0	0	0	0
Dusp4	26	15	21	15	27	9
Tnks	368	353	361	350	333	294
Gm9939	0	0	0	0	0	5
Gm34419	0	0	0	0	0	0
Gm34474	0	0	0	0	0	0
Gm34533	0	0	0	0	0	0
Gm34597	0	0	0	0	0	0
Gm34647	0	0	0	0	0	0
Gm34705	0	0	0	0	0	0
Gm39161	0	0	0	0	0	0
Ppp1r3b	0	0	0	0	0	0
Gm34911	0	0	0	0	0	0
LOC102641483	0	2	0	0	0	0
Eri1	53	77	82	61	49	74
Gm39162	0	0	0	0	0	0
Gm16793	1	4	3	0	1	2
Mfhas1	72	91	59	83	99	94
LOC102638388	0	0	0	0	0	0
Gm35021	4	7	2	0	0	0
Gm40492	0	0	0	0	0	0
Gm19410	195	132	125	65	7	16
Cldn23	1	1	0	0	5	0
5430403N17Rik	0	0	0	0	0	0
Gm39163	0	0	0	0	0	0
D8Ertd82e	71	60	43	42	41	72
Gm38414	0	0	0	3	0	1
Gm39164	0	0	0	0	0	0
Gm35520	0	0	0	0	0	0
Lonrf1	99	101	111	83	72	84
Gm39165	0	9	1	6	3	13
Gm35712	0	1	0	0	1	1
6430573F11Rik	5	31	49	59	55	38
Dlc1	83	58	66	69	45	55
Gm39166	0	0	0	0	0	0
G630064G18Rik	0	0	0	0	0	0
AI429214	32	14	5	12	17	5
Sgcz	41	37	89	88	63	32
Mir383	0	0	0	0	0	0
Gm40493	7	7	7	3	3	2
Tusc3	677	608	572	442	674	591
Gm6213	0	0	0	0	0	0
Msr1	0	0	0	0	0	0
Gm36741	0	0	0	0	0	0
Gm36795	0	0	0	0	0	0
Fgf20	0	0	0	0	0	0
Micu3	521	448	389	249	431	279
Mir7666	0	0	0	0	0	0
Zdhhc2	308	259	185	140	223	243
Cnot7	320	323	439	346	390	341
Vps37a	312	251	350	311	304	254
Mtmr7	200	204	259	154	197	181
Adam24	0	0	0	0	0	0
Adam25	0	0	0	0	0	0
Adam20	0	0	0	0	0	0
Adam39	0	0	0	0	0	0
Slc7a2	7	7	59	21	24	36
Pdgfrl	0	1	1	9	0	2
Mtus1	155	171	120	143	201	231
B430010I23Rik	8	8	31	13	7	7
Gm39167	0	0	0	0	0	0
Fgl1	1	3	6	4	3	0
Gm16348	1	0	0	0	0	0
Pcm1	1632	1209	959	890	1297	1163
Asah1	93	153	157	166	163	203
Frg1	88	82	84	78	154	92
2810404M03Rik	0	0	0	0	0	0
Triml1	0	0	0	0	0	0
Triml2	0	0	0	0	0	0
Zfp42	0	0	0	0	0	0
Gm40498	0	0	0	0	0	0
Adam26b	0	0	0	0	0	0
Adam26a	0	0	0	0	0	0
Gm5346	0	0	0	0	0	0
Adam34	0	0	0	0	0	0
Gm5347	0	0	0	0	0	0
Gm30397	0	0	0	0	0	0
Fat1	521	518	217	128	621	481
AY512931	0	6	0	0	2	0
Mtnr1a	0	9	0	0	0	0
Gm30504	2	0	7	2	11	0
Gm6329	2	0	0	0	0	0
F11	0	0	0	0	0	0
Klkb1	0	0	0	0	0	0
Cyp4v3	2	2	5	9	0	7
Fam149a	21	8	11	15	21	36
Tlr3	11	2	12	2	11	6
Sorbs2	713	928	1118	1113	777	581
Gm30759	82	125	254	313	129	95
Gm16351	17	64	104	109	70	30
Gm30635	72	40	84	100	57	52
Sorbs2os	113	124	146	144	115	49
Pdlim3	0	1	2	1	4	0
Ccdc110	1	5	9	17	21	3
1700029J07Rik	7	7	3	1	25	19
Ufsp2	46	80	80	61	82	81
Ankrd37	24	9	26	13	42	21
Lrp2bp	6	5	16	25	17	11
Snx25	166	180	243	129	243	199
Cfap97	153	128	122	111	134	129
Slc25a4	456	413	280	257	384	359
Gm30880	0	0	0	0	0	0
Helt	0	0	0	0	0	0
Gm39168	0	2	1	0	0	0
Gm30931	0	0	0	0	0	0
Gm31050	0	0	0	0	0	0
Acsl1	118	99	125	98	128	118
Cenpu	3	12	1	2	7	2
Primpol	14	15	8	3	15	7
Casp3	9	7	2	3	20	19
Gm31111	0	0	0	0	0	0
Gm16675	0	0	2	0	0	1
Irf2	53	56	62	41	50	56
Gm31172	0	0	0	2	6	0
Gm39170	4	0	5	8	4	10
Enpp6	6	0	5	2	6	2
Gm31231	0	0	0	1	0	0
Stox2	533	551	659	672	609	588
Gm39171	0	0	3	3	5	2
LOC102639847	6	4	46	13	11	8
Trappc11	203	225	213	134	237	219
Rwdd4a	46	48	56	53	75	33
Gm39172	0	0	0	0	0	0
Gm8623	0	0	1	1	0	0
Ing2	60	66	62	53	75	28
Gm31692	1	4	5	6	8	21
Gm31638	0	0	0	0	0	0
Cdkn2aip	73	88	62	49	78	46
Gm31786	0	0	2	0	0	0
LOC105243184	0	0	0	0	0	0
Cldn24	0	0	0	0	0	0
Cldn22	5	0	0	0	9	0
Wwc2	92	48	58	40	58	66
Gm39173	5	14	16	13	15	6
Gm31984	0	2	3	6	5	6
Gm32052	2	0	0	0	0	0
Dctd	14	5	20	26	14	11
Gm39174	0	0	0	0	3	0
Gm32194	0	0	0	0	0	0
Gm32923	0	1	4	0	5	3
Tenm3	1093	987	663	501	952	769
Gm39178	10	25	10	21	5	5
Gm19744	3	13	22	7	13	19
4930555F03Rik	38	80	135	113	114	99
Gm2516	0	6	9	9	8	2
1700019L22Rik	76	87	114	84	109	86
1190028D05Rik	0	0	0	0	0	0
Gm39179	0	0	0	0	0	0
Gm39180	0	0	0	0	0	0
Aga	0	3	7	0	7	0
Gm39181	0	0	0	0	0	0
Neil3	0	0	0	0	0	0
Gm33153	0	0	0	2	0	0
Vegfc	0	0	0	3	0	0
Spcs3	356	261	367	266	330	301
Asb5	2	6	3	5	1	10
5330439A09Rik	0	0	0	8	4	10
LOC108167531	1	6	1	0	3	5
Spata4	4	5	18	3	9	6
Wdr17	246	235	361	409	300	362
Gpm6a	4181	3570	3067	2378	4201	3422
LOC108167568	0	0	0	0	0	0
Adam29	0	0	0	0	0	0
Glra3	69	63	3	4	38	36
Hpgd	26	18	8	6	5	0
4930518J21Rik	0	0	0	0	0	0
Cep44	42	31	32	14	23	35
Fbxo8	54	29	63	61	57	60
Gm33501	0	0	0	0	0	0
LOC102636514	0	0	0	0	0	0
Hand2	0	0	0	0	0	0
Gm34030	0	0	0	0	0	0
5033428I22Rik	0	0	0	0	0	0
Gm34099	0	0	0	0	0	0
Scrg1	17	25	25	14	33	24
Sap30	14	10	3	10	13	4
2500002B13Rik	0	1	0	0	1	0
Hmgb2	13	0	3	6	4	2
Galnt7	16	28	52	46	36	45
4930412F12Rik	1	2	12	13	9	4
AW046200	1	2	3	14	8	5
Galntl6	20	35	113	88	55	48
LOC105243194	3	1	16	5	2	11
Gm15881	2	1	22	5	11	3
BC030500	21	7	27	43	37	23
Gm34370	0	0	0	0	0	0
Gm34420	0	0	0	0	0	0
4930470O06Rik	0	0	0	0	0	0
Gm34623	0	0	0	0	0	0
Aadat	0	0	0	0	1	0
Gm34730	0	0	0	0	0	0
Mfap3l	349	260	232	181	166	209
Hpf1	145	97	128	102	153	87
Clcn3	866	729	686	544	849	714
B230317F23Rik	93	86	89	49	96	68
Nek1	75	126	206	147	209	113
Sh3rf1	148	121	51	74	70	75
1700001D01Rik	13	6	6	3	2	1
Gm40499	1	3	6	19	9	4
LOC102638389	2	4	3	8	6	0
Cbr4	27	5	25	15	19	43
Palld	11	10	4	8	10	3
Gm35254	0	0	0	0	0	0
4930512H18Rik	0	0	0	0	0	0
Ddx60	0	0	0	3	1	0
Anxa10	0	0	1	0	0	0
Spock3	937	730	1817	1384	1268	886
Gm35424	0	0	0	0	0	0
Sgol2b	0	0	0	0	0	0
Tll1	21	22	54	32	30	28
Gm35472	0	0	0	0	0	0
Gm35521	0	0	0	0	0	0
Mir710	0	0	0	0	0	0
Cpe	1729	1971	1733	1422	1986	1741
Msmo1	109	72	99	117	106	97
Klhl2	529	580	688	510	538	544
LOC108167532	31	71	103	121	74	39
Gm40501	0	0	10	1	0	3
Gm32507	0	0	2	2	3	6
Tmem192	27	18	26	15	23	24
Trim75	0	0	0	1	5	0
Trim60	0	0	0	0	0	0
Trim61	0	0	0	0	0	0
Apela	0	0	0	0	0	0
Gm39183	0	0	0	0	0	0
BC030870	0	0	0	0	0	0
Gm39184	0	2	0	0	0	0
March1	103	113	36	28	165	164
Tma16	57	44	42	45	74	46
Tktl2	0	0	0	0	0	0
Npy5r	12	17	6	10	31	37
Npy1r	41	83	27	37	94	103
Naf1	47	51	40	35	61	52
Gm39185	0	0	0	0	0	0
Gm32623	0	0	0	0	0	0
Nat1	0	4	2	3	3	8
Nat2	0	4	2	2	5	0
Nat3	0	0	0	0	0	0
Psd3	1511	1501	1620	1287	1300	1031
Gm32888	3	2	10	4	12	8
Gm15991	52	55	71	62	74	52
Sh2d4a	0	0	0	0	0	0
Csgalnact1	91	82	44	36	116	108
1700125H03Rik	7	6	0	2	4	5
Ints10	211	179	209	162	276	210
Lpl	58	79	132	203	146	124
Gm32997	0	0	0	0	0	0
Gm33103	0	0	0	0	0	0
Gm33052	0	0	0	0	0	0
Slc18a1	18	18	36	31	19	33
Atp6v1b2	1017	992	627	614	901	823
Lzts1	273	313	242	229	197	206
Gm39187	7	13	31	18	17	14
Gm39188	0	1	0	0	0	1
Zfp930	106	80	53	66	104	62
D130040H23Rik	34	49	81	107	70	45
Gm10033	30	42	10	31	49	52
Gm9495	0	0	0	0	0	0
LOC108167571	0	0	0	1	2	0
Gm7697	0	0	0	0	0	0
Zfp868	49	49	39	63	57	70
Zfp964	23	19	21	20	33	25
Zfp869	55	59	77	73	112	89
Zfp963	29	18	31	12	9	18
Zfp866	108	159	108	97	144	115
Gm39189	0	0	0	0	0	0
Atp13a1	123	86	132	67	147	90
Gmip	1	2	7	9	17	1
Gm33695	0	0	0	0	0	0
Lpar2	7	4	2	0	2	2
Pbx4	17	7	13	9	2	10
Cilp2	0	4	0	0	1	1
Gm33746	0	0	4	0	0	1
Ndufa13	50	56	56	27	61	67
Tssk6	2	1	0	1	8	0
Gatad2a	34	25	44	38	59	45
Mau2	149	110	142	122	178	92
Sugp1	80	86	78	59	54	67
Tm6sf2	0	3	3	0	3	0
Hapln4	14	22	37	9	26	18
Ncan	366	391	448	425	398	335
Mir7066	0	0	0	0	0	0
Rfxank	26	19	8	7	15	16
Nr2c2ap	0	3	0	0	0	0
Borcs8	36	16	47	29	40	7
2310045n01rik-mef2b	0	0	0	0	0	0
Mef2b	0	0	0	0	0	0
Tmem161a	18	17	23	10	46	19
Slc25a42	19	51	15	41	34	36
Armc6	19	22	17	13	26	14
Sugp2	163	135	115	109	146	127
Gm38427	0	4	0	1	0	0
Homer3	1	4	2	2	1	1
Ddx49	16	21	27	15	28	34
Cope	92	66	58	47	52	48
Cers1	0	0	0	0	0	0
Gdf1	0	0	0	0	0	0
Upf1	116	194	138	117	144	182
Comp	0	0	1	0	1	0
Crtc1	228	271	232	197	230	198
Klhl26	118	55	39	43	68	74
Tmem59l	230	203	97	94	189	204
LOC105243207	0	0	0	0	1	0
Crlf1	0	1	0	2	0	4
2810428I15Rik	23	16	26	12	17	8
Uba52	179	203	177	141	124	126
4930522P08Rik	1	2	3	14	0	7
Kxd1	16	25	29	25	38	13
Fkbp8	204	148	204	137	127	150
Ell	31	46	59	45	44	44
Isyna1	60	65	49	33	37	30
Ssbp4	60	45	57	33	67	47
Lrrc25	0	0	2	0	0	0
Gdf15	0	0	0	0	5	0
Gm34154	0	0	0	0	0	0
Pgpep1	11	9	6	0	7	8
Lsm4	10	24	18	7	10	5
Gm39191	1	4	1	0	0	0
Jund	158	98	112	114	116	116
Gm16486	5	23	13	6	14	5
Gm34255	0	0	0	0	0	0
Gm3336	0	0	0	0	0	0
Pde4c	0	0	3	0	1	0
Rab3a	516	482	339	241	323	407
Mpv17l2	11	11	9	4	10	1
Ifi30	1	0	1	1	1	5
Pik3r2	97	96	114	77	117	106
2010320M18Rik	27	4	3	3	4	10
Mast3	311	288	397	238	302	289
Mir7240	0	0	0	0	0	0
Il12rb1	1	0	0	0	0	0
Arrdc2	8	1	2	2	1	5
Kcnn1	11	10	9	11	8	5
A230052G05Rik	0	0	0	1	2	0
Ccdc124	18	45	52	41	19	40
Slc5a5	18	6	1	9	6	6
Rpl18a	133	97	115	70	77	88
Mir7067	0	0	0	0	0	0
Snora68	24	27	12	5	18	10
Map1s	99	83	55	67	85	81
Mir1969	0	0	0	0	0	0
Gm10654	1	2	5	0	4	11
1700026F02Rik	0	0	0	0	0	0
Gm17576	0	0	0	0	0	0
Gm3643	0	0	1	0	0	0
Gm7827	0	0	0	0	2	0
Gm38415	0	0	0	0	0	0
Haus8	10	8	3	19	12	5
Myo9b	80	94	177	121	137	149
Use1	29	42	36	24	78	32
Ocel1	11	12	15	3	8	11
Nr2f6	22	19	15	21	31	24
Ushbp1	8	4	0	2	1	0
Babam1	56	86	67	61	95	80
Gm39193	0	0	1	0	0	0
Ankle1	0	0	0	0	0	0
Gm39194	0	0	0	1	1	0
Abhd8	113	66	82	71	84	109
Mrpl34	6	12	2	3	25	22
Dda1	60	51	40	47	62	70
Ano8	58	51	52	62	66	71
Gtpbp3	24	4	15	6	23	18
Plvap	7	2	9	5	0	2
LOC108167534	1	0	2	6	0	2
LOC108167533	7	5	1	3	5	1
C430049E01Rik	0	0	0	0	0	0
Bst2	0	0	0	0	0	0
Mvb12a	5	2	2	14	17	6
Tmem221	0	0	0	2	0	0
Nxnl1	0	0	0	0	1	0
Slc27a1	58	42	46	49	71	91
Pgls	6	6	13	0	6	16
Fam129c	1	9	2	4	3	10
Colgalt1	88	108	83	49	109	105
Unc13a	249	292	424	291	351	290
Gm39195	0	0	0	0	0	0
Mir6769b	0	0	0	0	0	0
Jak3	1	7	11	0	1	4
Insl3	0	0	0	0	0	0
B3gnt3	0	0	0	0	2	0
Fcho1	97	83	151	82	107	117
Gm35572	0	0	2	0	7	0
LOC108167572	0	0	0	0	0	0
Gm40504	0	0	0	0	0	0
Gm5373	0	0	0	1	1	0
Zfp709	57	55	54	60	65	84
Zfp882	123	98	132	124	103	127
Zfp617	56	31	35	33	20	67
Zfp961	75	60	58	46	74	62
Cyp4f18	0	2	2	6	2	4
Olfr372	0	0	0	0	0	0
Olfr373	0	0	0	0	0	0
Olfr374	0	0	0	0	0	0
Gm39196	0	0	0	0	2	0
Tpm4	36	30	26	20	36	7
Rab8a	30	37	28	19	32	44
Hsh2d	0	0	0	0	0	0
Cib3	0	0	0	0	0	0
Fam32a	127	116	90	88	105	58
Ap1m1	105	99	96	76	97	95
Gm40505	0	0	0	0	0	0
Klf2	1	3	4	2	1	0
Eps15l1	126	156	269	199	187	145
LOC108167537	0	0	0	0	0	0
Calr3	2	5	6	6	5	13
1700030K09Rik	12	13	18	13	27	28
Cherp	127	117	112	78	165	133
Mir7068	0	0	0	0	0	0
Slc35e1	247	168	155	142	168	161
LOC102639683	14	5	23	10	8	5
Med26	15	38	30	28	33	35
LOC108167536	54	71	195	187	100	70
Smim7	75	77	109	59	94	100
Tmem38a	74	93	87	73	103	95
Nwd1	34	27	64	58	50	49
Sin3b	223	213	116	93	193	236
F2rl3	0	3	0	1	8	0
Gm39198	0	0	0	3	0	0
Large	283	336	215	227	280	199
Mir28b	0	0	1	8	4	0
Isx	0	0	0	0	0	0
Hmgxb4	69	51	44	28	59	31
Tom1	19	33	6	4	19	17
Hmox1	7	0	4	5	3	0
Mcm5	13	6	7	11	7	8
Rasd2	125	150	956	867	257	296
1700007B14Rik	0	4	1	2	0	0
Gm39199	0	0	0	0	0	0
Gm10649	0	0	0	0	6	3
LOC102640923	1	2	0	12	0	0
Nr3c2	242	207	261	188	241	179
Arhgap10	54	58	175	178	115	59
0610038B21Rik	1	5	12	14	7	7
Prmt9	47	59	65	45	73	86
Tmem184c	315	252	170	249	299	156
Gm39200	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0
4933431K23Rik	0	0	0	0	0	0
Ednra	0	0	0	0	0	0
LOC105243223	0	0	0	0	0	0
LOC108167319	0	0	0	0	0	0
Gm39201	0	0	0	0	0	0
Gm29845	0	0	0	0	0	0
Gm29895	0	0	0	0	0	0
LOC102631676	0	0	0	0	0	0
Gm39202	0	0	0	0	0	0
Ttc29	0	0	0	0	0	0
Pou4f2	0	0	0	0	0	0
Gm2225	1	0	2	2	0	1
Rbmxl1	101	104	52	49	48	55
Slc10a7	6	16	6	9	17	7
Gm39203	2	4	0	0	5	9
Lsm6	57	50	52	31	69	39
Gm39204	0	0	0	0	0	0
Zfp827	204	245	269	337	349	257
Gm30271	3	0	0	4	0	6
1700011L22Rik	0	0	0	0	0	0
Mmaa	105	131	140	183	224	158
Gm4890	4	3	0	0	5	2
Smad1	66	62	58	70	95	71
Gm30389	66	19	28	30	17	23
Gm39205	0	0	0	0	0	0
Otud4	269	312	481	344	416	262
Abce1	209	257	273	169	290	171
Anapc10	39	38	39	52	78	42
Gm30494	2	4	0	0	0	0
Hhip	0	49	300	185	82	30
Gm39206	0	0	7	2	0	0
Gm30552	0	1	1	0	0	0
Gm39208	0	0	0	0	0	0
Gm30660	0	0	0	0	0	0
Gm30605	0	0	0	0	0	0
Gypa	0	0	0	0	0	0
4930505O20Rik	0	0	0	0	0	0
Gm39209	0	0	0	0	0	0
LOC108167539	0	0	0	0	0	0
Frem3	9	3	1	1	8	6
Smarca5	516	400	395	305	479	464
Gab1	35	30	76	49	43	43
Gm31105	1	0	0	0	0	0
Gm31223	1	21	15	12	26	20
Usp38	152	183	159	141	226	173
LOC105243233	4	1	1	0	0	5
Inpp4b	158	152	123	61	154	141
Gm38590	0	0	0	0	0	0
Il15	0	0	0	0	0	0
Zfp330	76	43	54	22	80	28
Gm31545	0	0	0	0	0	0
Rnf150	476	426	666	583	364	496
Tbc1d9	180	164	129	85	138	160
Gm42027	19	11	32	23	24	19
Ucp1	0	1	1	0	0	0
Elmod2	75	89	68	63	84	71
Gm32327	0	0	0	0	0	0
Mgat4d	0	0	0	0	0	0
Gm32377	0	0	0	0	0	0
Clgn	2	11	38	21	25	18
Scoc	409	263	259	206	379	280
Gm33242	0	0	0	0	0	0
Olfr370	0	0	0	0	0	0
Ndufb7	23	67	37	36	40	47
Tecr	275	325	246	199	370	373
LOC105246804	15	17	15	13	19	20
Gm42029	1	0	7	0	0	1
Dnajb1	96	100	71	72	85	75
Gipc1	14	20	28	5	19	27
Pkn1	37	18	36	40	47	32
Ptger1	0	1	9	4	1	0
Ddx39	23	14	7	25	4	11
Adgre5	3	5	1	0	3	2
Mir1668	0	0	0	0	0	0
LOC108167541	0	0	0	0	0	0
Gm42030	0	0	0	0	0	0
Gm26721	13	2	12	14	26	3
Adgrl1	836	955	782	595	786	797
Gm10644	0	0	1	1	1	0
Asf1b	0	2	0	0	0	0
Prkaca	194	239	150	102	145	215
Samd1	24	22	26	24	17	13
1700067K01Rik	14	14	9	10	3	18
Mir8111	0	0	0	0	0	0
2210011C24Rik	0	0	0	0	0	0
Mir1199	0	0	0	0	0	0
Palm3	0	0	1	7	0	5
Il27ra	0	0	3	0	0	0
Rln3	0	0	0	0	0	0
Rfx1	55	51	56	58	52	49
Mir709	1	0	3	2	0	0
Dcaf15	10	12	18	7	15	23
Gm39210	1	5	0	0	0	0
Podnl1	0	0	0	0	1	1
Cc2d1a	62	85	38	39	55	87
4930432K21Rik	8	9	9	0	9	19
Nanos3	1	5	3	5	0	0
Mir181d	0	0	0	0	0	0
Mir181c	0	0	0	0	1	1
Mir23a	0	0	0	0	0	0
Mir27a	0	0	0	0	0	0
Mir24-2	0	0	0	0	0	0
Mir3074-2	0	0	0	0	0	0
Zswim4	20	34	32	26	52	45
Gm32760	0	1	1	2	0	0
D8Ertd738e	41	38	21	48	27	22
Mri1	11	18	13	9	24	9
Ccdc130	20	30	28	8	35	12
Cacna1a	335	238	399	329	333	297
Gm32854	0	3	3	3	8	3
Gm39212	0	0	2	5	3	0
Gm39211	0	2	0	0	0	5
Ier2	2	0	3	2	2	2
Nacc1	71	138	120	105	127	84
Trmt1	40	48	75	50	46	49
Lyl1	0	0	13	0	0	0
Nfix	74	91	83	78	128	148
G430095P16Rik	0	0	2	4	2	0
Dand5	21	4	3	8	6	3
Gadd45gip1	26	58	20	28	35	28
Rad23a	68	62	29	25	48	34
Calr	749	718	508	418	796	652
1700122E12Rik	0	0	0	0	0	0
Farsa	36	19	37	28	30	26
Mir7069	0	0	0	0	0	0
Syce2	9	4	1	0	2	10
Gcdh	18	20	35	15	18	30
Gm39213	0	0	0	0	0	0
Klf1	0	4	0	0	0	0
Dnase2a	0	0	0	0	8	0
Mast1	107	120	29	40	73	98
Gm38426	2	0	7	7	0	1
Rtbdn	9	0	7	0	0	0
Rnaseh2a	30	32	6	7	21	24
Prdx2	203	195	96	119	134	141
Junb	80	47	64	62	70	45
Hook2	3	0	9	16	6	6
Best2	0	0	0	0	1	0
Asna1	44	58	40	34	45	45
2310036O22Rik	80	23	22	31	24	61
Tnpo2	209	133	208	142	198	236
A230103J11Rik	6	10	7	4	10	3
Fbxw9	2	9	8	19	25	4
Mir7070	0	0	0	0	0	0
Gm5741	0	2	0	0	0	0
