# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-O" "-T" "12" "-g" "gene_id" "--ignoreDup" "-a" "/grid/li/data/Leo/RNA-seq/reference_genome/mm10.ncbiRefSeq.gtf" "-o" "AllSamples_featureCounts_output.txt" "CeACtrlAligned.sortedByCoord.rmdup.bam" "CeAMorAligned.sortedByCoord.rmdup.bam" "NAcCtrlAligned.sortedByCoord.rmdup.bam" "NAcMorAligned.sortedByCoord.rmdup.bam" "dStrCtrlAligned.sortedByCoord.rmdup.bam" "dStrMorAligned.sortedByCoord.rmdup.bam" 
Geneid	CeACtrlAligned.sortedByCoord.rmdup.bam	CeAMorAligned.sortedByCoord.rmdup.bam	NAcCtrlAligned.sortedByCoord.rmdup.bam	NAcMorAligned.sortedByCoord.rmdup.bam	dStrCtrlAligned.sortedByCoord.rmdup.bam	dStrMorAligned.sortedByCoord.rmdup.bam
Zc3hav1l	6	15	30	15	23	15
Zc3hav1	3	2	5	0	8	2
Ttc26	15	36	23	31	24	21
Ubn2	134	194	283	185	281	307
Mir7670	0	0	4	1	0	2
1110001J03Rik	1	4	2	5	9	2
Luc7l2	278	362	602	369	537	485
Klrg2	1	3	1	2	0	2
Clec2l	8	5	14	8	4	5
Hipk2	61	100	132	133	134	133
Gm38496	0	1	1	1	1	0
4930502C15Rik	1	6	1	0	2	1
Tbxas1	0	0	0	1	1	1
LOC108169201	0	1	1	1	0	1
Gm33767	0	0	0	0	0	0
Gm38688	0	0	0	0	0	0
Gm38489	0	0	0	0	0	0
LOC108169202	0	0	0	0	0	0
1700025N23Rik	0	0	0	0	0	0
Parp12	2	2	7	0	1	3
4930599N23Rik	11	15	8	16	30	20
Kdm7a	104	131	183	165	322	282
Gm38794	1	0	0	1	0	1
Gm34147	0	1	0	0	1	0
Gm26008	0	0	6	2	2	3
Slc37a3	21	48	56	28	53	46
Rab19	4	0	0	3	1	0
Mkrn1	78	107	109	56	83	99
Gm10244	0	4	5	1	1	5
Dennd2a	20	19	34	21	28	17
8030453O22Rik	0	9	6	1	5	7
Adck2	24	32	36	30	30	33
Ndufb2	29	27	35	27	23	14
Braf	336	375	458	333	397	379
Gm34389	25	29	29	33	24	27
Mrps33	7	15	13	11	12	12
Tmem178b	272	365	353	267	228	214
Agk	22	46	39	40	42	33
E330009J07Rik	81	99	120	102	148	115
Wee2	1	0	1	1	0	2
Ssbp1	16	19	36	17	25	21
Tas2r137	0	0	2	1	0	0
Tas2r108	2	0	0	1	2	1
Prss37	0	1	0	0	0	0
Olfr461	0	0	0	0	1	0
Olfr460	0	0	0	0	0	0
Clec5a	0	0	2	0	0	2
Tas2r138	0	0	0	0	0	0
Mgam	0	0	0	0	0	0
Moxd2	0	0	0	0	0	0
Prss58	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0
1810009J06Rik	0	0	0	0	0	0
Gm2663	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0
Try4	0	0	0	0	0	0
Try5	0	0	0	0	0	0
Try10	0	0	0	0	0	0
Prss3	0	0	0	0	0	0
Gm5771	0	0	0	0	0	0
Gm5409	0	0	0	0	0	0
Gm10334	0	0	0	0	0	1
Prss1	0	0	0	0	0	0
Prss2	0	0	0	0	0	0
Gm38582	0	0	1	0	0	0
Ephb6	11	28	44	23	64	47
Trpv6	3	3	5	3	6	9
Gm38795	0	1	3	2	6	5
Gm34642	0	0	0	0	0	0
Trpv5	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0
Kel	0	0	0	0	0	0
Gm38796	0	0	0	0	0	0
Olfr459	0	0	0	0	0	0
Pip	0	0	0	0	0	0
Sval2	0	0	0	0	0	0
Sval1	0	0	0	0	0	0
Sval3	0	0	0	0	0	0
Sva	0	0	0	0	0	0
Gm34701	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0
Gstk1	1	3	2	5	3	3
Tmem139	0	0	0	0	0	0
Casp2	15	25	34	24	43	26
Clcn1	13	24	24	25	29	23
Gm38797	4	0	2	2	1	0
Fam131b	46	61	48	56	47	35
Zyx	7	14	15	15	12	10
Epha1	1	3	1	1	1	1
2010310C07Rik	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0
Olfr458	0	0	0	0	0	0
Olfr457	0	0	0	0	0	0
Olfr456	0	0	0	0	0	0
Gm34752	0	0	0	1	0	0
Olfr455	0	0	0	0	0	0
Gm38798	0	0	0	0	0	0
Tcaf3	0	0	0	0	0	0
Tcaf2	0	0	1	0	0	0
Tcaf1	528	504	610	388	452	400
Olfr453	0	0	0	0	0	0
Olfr38	0	0	0	0	0	0
Olfr452	0	0	0	0	0	0
Olfr450	0	0	0	0	0	0
Olfr449	0	0	0	0	0	0
Olfr448	0	0	0	0	0	0
Olfr447	0	0	0	0	0	0
Olfr446	0	0	0	0	0	0
Olfr444	0	0	0	0	0	0
Gm34905	0	0	1	0	0	0
Gm38799	0	0	1	0	0	0
Olfr441	0	0	0	0	0	0
Olfr237-ps1	0	0	0	0	0	0
1700024N05Rik	0	0	0	0	0	0
Olfr437	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0
Olfr435	0	0	0	0	0	0
Olfr434	0	0	0	0	0	0
Olfr47	0	0	0	0	0	0
Arhgef5	1	0	0	0	2	0
Nobox	0	0	0	0	0	0
Tpk1	4	2	4	1	4	7
Gm35113	0	1	3	2	2	5
Gm38800	0	1	2	1	1	0
9430018G01Rik	0	4	1	3	2	3
LOC108169189	0	0	0	0	0	0
Gm35163	0	0	0	0	0	0
Gm35216	0	0	0	0	0	0
Cntnap2	212	321	291	244	182	183
Gm38801	0	4	4	2	3	5
Gm35875	0	2	4	1	3	3
Gm35798	1	2	2	1	5	5
Gm35280	28	48	62	36	42	40
Gm35565	0	1	2	0	1	1
Cul1	105	159	164	112	137	120
Ezh2	5	9	21	8	24	26
Gm40371	9	2	5	3	3	5
Gm40369	0	1	0	0	0	0
Rn4.5s	0	0	0	0	0	0
Gm40368	1	0	0	0	0	0
Gm40367	0	0	0	0	0	0
Gm36504	0	0	0	0	0	0
Gm40365	0	0	0	0	0	0
Gm36327	0	0	0	0	0	0
Gm40364	0	0	0	0	0	0
Gm40363	1	0	0	0	0	0
Gm36673	6	6	3	1	3	6
Rny3	108	171	183	89	86	100
Rny1	69	76	120	73	88	88
Pdia4	104	86	91	92	70	72
Mir704	9	4	6	4	7	4
Zfp786	13	11	15	12	5	7
Zfp398	59	67	88	61	80	69
Zfp282	11	28	33	22	10	13
Zfp212	12	14	13	10	9	9
Zfp783	5	9	11	10	9	6
Zfp956	11	19	24	13	19	15
Zfp777	20	34	34	26	45	32
Zfp746	24	35	34	31	13	30
Gm16630	1	3	3	2	0	0
Gm30435	0	0	0	0	0	0
Gm38802	0	0	0	0	0	0
Gm30362	0	0	0	0	0	0
Krba1	34	38	65	66	67	56
Gm38803	0	1	0	0	0	0
Zfp467	22	30	32	32	33	26
Sspo	2	2	3	0	1	1
Zfp862-ps	8	11	15	10	9	3
1700026J14Rik	1	2	0	0	2	0
Atp6v0e2	111	147	117	122	86	88
Lrrc61	13	16	24	13	18	16
Rarres2	4	2	5	4	3	4
Gm5111	0	0	1	1	2	2
Repin1	15	41	33	27	37	31
Zfp775	7	4	12	9	2	5
Gm38804	4	7	13	5	10	6
AI854703	16	10	14	16	10	11
Gimap8	0	0	3	4	2	0
LOC108169139	0	0	0	0	0	0
Gimap9	0	0	1	0	0	0
Gimap4	0	0	0	0	0	0
Gimap6	0	0	0	0	0	1
Gimap7	0	0	0	0	0	0
Gimap1os	0	0	0	0	0	0
Gimap1	0	0	1	1	0	0
Gimap5	0	0	0	0	0	0
Gimap3	0	0	0	0	0	0
Gm30714	0	0	0	0	0	0
Gm30781	0	0	0	0	0	0
Tmem176b	1	3	10	6	8	5
Tmem176a	3	4	7	3	1	1
Gm7932	0	1	0	0	0	0
LOC108169140	0	0	0	0	0	0
Aoc1	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0	0
Doxl2	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0
Svs1	0	0	0	0	0	0
Gpnmb	1	0	0	0	1	1
Malsu1	23	33	36	34	40	31
Igf2bp3	23	28	42	47	53	42
LOC102642435	0	0	0	1	0	0
Tra2a	66	63	88	66	90	97
Ccdc126	26	31	28	30	13	12
Fam221a	1	3	0	2	2	0
Stk31	1	0	1	0	0	0
Gm31226	0	0	0	0	0	0
Npy	59	68	75	49	72	49
Gm38805	1	1	0	0	1	1
Mpp6	42	46	104	57	146	130
Dfna5	7	15	23	15	25	16
Osbpl3	11	27	26	23	52	70
Gm40372	0	0	0	0	0	0
Gm31279	0	0	0	0	0	0
Gm38806	0	0	0	0	0	0
Cycs	35	51	49	28	31	36
5430402O13Rik	2	9	8	2	5	2
Mir6371	0	1	1	0	1	0
4921507P07Rik	13	10	14	13	8	6
Gm38807	0	2	1	1	2	0
Npvf	0	0	0	0	0	0
Gm38808	0	0	0	0	0	0
C530044C16Rik	0	1	1	1	1	2
Gm31455	0	0	0	0	0	0
LOC105247310	0	0	0	0	0	1
Gm31631	0	0	0	0	0	0
Gm31579	0	0	0	0	0	0
Gm31686	0	0	0	0	0	0
Gm38809	0	0	0	0	0	0
LOC108169141	0	0	0	0	0	0
Gm31746	0	0	0	0	0	0
Gm32190	0	0	0	0	0	0
Gm32328	0	0	0	0	0	0
Gm32246	0	0	0	0	0	0
Gm38810	0	0	0	0	0	0
Gm32403	0	0	0	0	0	0
Gm38821	0	0	1	0	0	0
Mir148a	0	1	0	0	0	0
Gm32479	0	0	0	0	0	0
Gm6559	0	0	0	1	1	0
Nfe2l3	8	11	29	20	22	22
Hnrnpa2b1	391	407	579	397	434	446
Cbx3	58	77	64	31	36	41
Snx10	102	100	106	70	72	83
Gm38811	0	0	0	0	0	0
Skap2	15	5	3	2	13	12
Halr1	0	0	0	0	0	0
Hoxa1	0	0	0	0	0	0
Hotairm1	0	0	0	0	0	0
Hoxa2	0	0	0	0	0	0
Hoxaas2	0	0	0	0	0	0
LOC108169142	0	0	0	0	0	0
Hoxa3	0	0	0	0	0	0
Gm15050	0	0	0	0	0	0
5730596B20Rik	0	0	0	0	0	0
Hoxa4	0	0	0	0	0	0
Hoxaas3	0	0	0	0	0	0
Hoxa5	0	0	0	0	0	0
Hoxa6	0	0	0	0	0	0
Mira	0	0	0	0	0	0
Hoxa7	0	0	0	0	0	0
Hoxa9	0	0	0	0	0	0
Mir196b	0	0	0	0	0	0
Hoxa10	0	0	0	0	0	0
Hoxa11	0	0	0	0	0	0
Hoxa11os	0	0	0	0	0	0
Hoxa13	0	0	0	0	0	0
Hottip	0	0	0	0	0	0
Evx1os	0	0	0	0	0	0
Evx1	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0
Hibadh	31	39	35	29	57	33
Gm33047	10	13	18	11	20	27
Tax1bp1	225	208	255	175	226	190
Jazf1	34	46	74	35	44	48
Gm33219	9	16	19	17	31	34
Gm33097	31	42	39	39	35	36
Gm4872	0	0	0	0	0	0
Gm33348	0	0	0	0	0	0
Creb5	2	0	5	2	9	0
Gm38815	0	0	0	0	0	0
Gm38814	0	0	0	0	0	0
Gm33392	0	0	0	0	0	0
Tril	5	5	9	13	16	14
Gm16499	0	0	0	0	0	0
Cpvl	0	0	0	0	0	0
Gm33716	0	0	0	0	0	0
4921529L05Rik	0	0	0	1	0	0
Chn2	125	133	153	141	75	68
9530036M11Rik	3	3	23	7	6	14
9130019P16Rik	46	55	46	45	27	33
Prr15	2	2	0	0	0	1
Wipf3	179	285	197	151	243	264
LOC108169145	16	25	16	18	43	54
Scrn1	129	156	164	122	180	211
Fkbp14	10	14	10	8	5	3
Plekha8	10	22	27	31	37	27
Gm34249	0	0	0	0	1	1
Mturn	27	31	38	31	26	18
Znrf2	7	8	10	8	7	11
Nod1	0	0	1	0	2	0
Ggct	9	23	15	10	7	6
Gm38539	0	0	0	0	0	0
Gars	123	117	125	94	88	91
Crhr2	0	8	5	3	8	3
Gm34358	0	0	0	0	0	0
Inmt	0	0	0	0	0	1
Fam188b	12	16	20	8	11	12
Gm38819	0	0	0	0	2	0
Aqp1	0	1	0	1	1	0
Ghrhr	0	0	0	0	0	0
6430584L05Rik	7	7	14	4	2	2
Adcyap1r1	157	212	215	170	94	94
Gm34441	0	0	0	0	0	0
Neurod6	0	3	0	1	0	2
Gm3279	0	0	0	0	0	0
Gm34676	0	0	0	0	0	0
Gm38820	0	0	1	0	0	1
Ccdc129	0	0	1	1	1	0
Ppp1r17	0	0	0	1	0	0
Pde1c	65	92	195	126	157	150
Lsm5	6	5	2	1	5	3
Avl9	139	161	170	134	127	139
Kbtbd2	81	95	103	107	109	111
Fkbp9	7	17	8	13	21	12
Nt5c3	34	43	40	31	45	30
Vmn1r4	1	2	1	0	1	0
Vmn1r5	0	0	0	0	0	0
Vmn1r6	0	0	0	0	0	0
Vmn1r7	0	0	0	0	0	0
Vmn1r8	0	0	0	0	0	0
Vmn1r9	0	0	0	0	0	0
Vmn1r10	0	0	0	0	0	0
Vmn1r11	0	0	0	0	0	0
Vmn1r12	0	0	0	0	0	0
Vmn1r13	0	0	0	0	0	0
Vmn1r14	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	0
Vmn1r16	0	0	0	0	0	0
Vmn1r17	0	0	0	0	0	0
Vmn1r18	0	0	0	0	0	0
Vmn1r19	0	0	0	0	0	0
Vmn1r20	0	0	0	0	0	0
4930533I22Rik	0	1	0	0	0	0
LOC108169146	0	0	0	0	0	0
Ppm1k	96	120	139	135	112	110
Herc6	1	2	2	2	1	4
Pyurf	10	17	28	17	23	23
Lancl2	93	86	75	79	52	44
Vopp1	57	54	78	49	45	34
Vmn1r21	1	0	0	1	0	0
Vmn1r22	0	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0
Vmn1r24	0	0	0	0	0	0
Vmn1r25	0	0	0	0	0	0
Vmn1r26	0	0	0	0	0	0
Vmn1r27	0	0	0	0	0	0
Vmn1r28	0	0	0	0	0	0
Vmn1r29	0	0	0	0	0	0
Vmn1r30	0	0	0	0	0	0
Vmn1r31	0	0	0	0	0	0
Gm35077	0	0	0	0	0	0
LOC108167332	0	0	0	0	0	0
Abcg2	7	5	4	2	4	1
Gm38822	0	0	0	0	0	0
Herc3	111	144	108	91	96	97
Nap1l5	484	469	478	391	193	174
Fam13a	21	29	15	24	12	24
8430415O14Rik	1	1	0	2	3	0
Tigd2	46	38	39	24	35	42
Gprin3	149	159	523	380	793	666
Gm35195	0	0	1	0	0	0
Gm5570	0	0	0	0	0	0
LOC108169190	0	0	0	0	0	0
A530053G22Rik	0	0	0	0	0	0
Gm35335	0	0	0	0	0	0
Gm38823	0	0	0	0	0	0
Gm35386	0	0	0	0	0	0
Snca	125	126	116	94	106	105
Mmrn1	0	0	0	0	0	0
A730020E08Rik	3	3	12	4	9	7
Ccser1	35	41	92	64	107	83
LOC108169203	0	0	0	0	0	0
Grid2	56	66	108	65	81	72
Gm35851	0	0	0	1	1	0
Atoh1	0	0	0	0	0	0
Smarcad1	106	117	163	113	129	118
Hpgds	4	15	17	11	14	16
Gm35906	4	6	8	10	12	8
C130060K24Rik	0	2	2	5	2	6
LOC108169147	0	0	0	0	0	0
Tnip3	0	0	0	0	0	0
Gm36144	0	0	0	0	0	0
Ndnf	7	4	5	11	8	7
Prdm5	3	5	6	3	10	9
4930544G11Rik	0	0	0	0	0	0
Gm36408	0	0	0	0	0	0
Gm31520	0	0	0	0	0	0
Gm38824	0	0	0	0	0	0
2610300M13Rik	0	0	0	0	0	0
Mad2l1	7	4	6	3	8	8
Vmn1r32	0	0	0	0	0	1
Vmn1r33	0	0	0	0	0	0
Vmn1r34	0	0	0	0	0	0
Vmn1r35	0	0	0	0	0	0
Vmn1r36	0	0	0	0	0	0
Vmn1r37	0	0	0	0	0	0
Vmn1r38	0	0	0	0	0	0
Vmn1r39	0	0	0	0	0	0
Gm36610	0	0	0	0	0	0
Gm9794	14	5	3	3	4	2
Gng12	20	28	30	29	37	26
Gm36816	1	2	0	0	2	1
Gadd45a	4	2	7	2	3	3
E230016M11Rik	2	5	10	4	6	4
Gm29928	0	1	1	0	2	2
A430010J10Rik	0	0	0	0	0	0
Gm38825	0	0	0	0	0	1
Serbp1	451	465	457	387	368	363
Il12rb2	26	22	27	20	27	28
Il23r	0	0	0	0	1	0
Tacstd2	1	1	1	0	0	1
4930515G16Rik	0	0	1	0	0	0
Gm38573	0	0	0	0	0	0
LOC108169192	0	0	0	0	0	0
Rprl1	0	0	0	0	0	0
LOC108169149	0	0	0	0	0	0
LOC108169148	0	0	0	0	0	0
Gm30211	0	0	0	0	0	0
Rpia	11	12	18	16	15	14
Gm30331	0	0	0	0	0	0
Eif2ak3	37	34	38	35	37	38
Tex37	0	0	0	0	0	0
Foxi3	0	0	0	0	0	0
Gm38826	0	0	0	0	0	0
Rpl34-ps1	0	1	0	0	0	1
Thnsl2	1	1	2	0	0	3
Gm30391	0	0	0	0	0	0
Gm38827	0	0	0	0	0	0
Fabp1	0	0	0	0	0	0
Smyd1	0	0	1	0	0	0
Krcc1	8	7	12	6	5	10
Mir8112	0	0	0	1	1	0
Gm1070	0	0	0	0	0	0
Gm38828	0	0	0	0	0	0
Cd8b1	0	0	0	0	0	0
Cd8a	0	0	0	0	0	0
Rmnd5a	132	193	209	176	232	229
Gm30582	0	0	0	1	2	0
Rnf103	122	117	146	128	152	130
Gm38830	7	4	13	6	19	11
Chmp3	76	82	101	79	86	87
Kdm3a	76	118	167	103	185	147
Reep1	100	112	176	133	168	127
Mrpl35	38	57	47	33	47	35
Immt	84	124	130	89	103	99
Ptcd3	48	53	104	69	83	82
Polr1a	55	66	65	47	58	56
LOC105242680	2	1	4	1	2	1
9130221F21Rik	0	0	0	0	0	0
St3gal5	107	116	120	86	89	68
4933431G14Rik	4	5	4	3	5	8
Gm38832	1	0	0	0	0	0
Atoh8	0	0	0	0	3	1
Gm30782	0	0	0	0	0	0
Sftpb	1	0	0	2	3	0
Usp39	20	28	30	22	23	21
0610030E20Rik	16	24	26	20	11	19
Tmem150a	3	8	12	7	12	9
Rnf181	22	33	42	25	29	33
Vamp5	0	0	0	0	0	0
Vamp8	0	3	0	1	1	0
Ggcx	16	19	30	18	31	29
Mat2a	103	113	163	136	173	165
Particl	10	9	13	15	16	18
Sh2d6	0	3	0	3	4	0
Capg	0	1	0	0	0	0
Elmod3	20	25	14	11	21	13
Retsat	3	9	3	3	2	6
Tgoln1	211	272	226	193	171	155
Tcf7l1	1	0	3	2	5	1
Gm15401	0	0	0	0	0	0
Gm31391	0	0	0	0	2	2
Gm31249	0	0	0	0	1	2
Kcmf1	30	42	40	37	39	41
Tmsb10	16	22	20	19	10	9
Gm31547	0	0	0	0	0	0
Gm20560	0	0	0	0	0	0
Dnah6	8	13	5	7	5	1
Gm40377	0	0	0	1	0	0
Suclg1	69	83	60	51	50	49
Gm38834	9	9	20	15	15	28
Gm40378	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0
4931417E11Rik	0	0	0	0	0	0
Gm31747	0	0	0	0	0	0
Gm38835	0	0	0	0	0	0
Gm31806	0	0	0	0	0	0
Gm38836	0	0	0	0	0	0
Gm31860	1	1	0	0	0	1
Ctnna2	125	124	124	115	110	127
Lrrtm1	55	45	81	80	71	58
6330415B21Rik	3	5	15	8	20	26
Gm38837	22	40	73	51	63	74
Reg3b	0	0	0	0	0	0
Reg3d	0	0	0	0	0	0
Reg3a	0	0	0	0	0	0
Reg2	0	0	0	0	0	0
Reg1	0	0	0	0	0	0
Reg3g	0	0	0	0	0	0
Gm20362	0	0	0	0	0	0
Gm20594	4	1	37	9	46	20
Lrrtm4	113	149	181	135	129	143
Gm32091	18	22	39	36	38	56
Gm38838	0	0	0	0	0	0
Gm38839	0	0	0	0	0	0
Gm32223	0	0	0	0	0	0
Mir7232	0	0	0	0	0	0
Mir468	0	0	0	0	0	0
1700009C05Rik	0	1	0	0	0	0
Gm38841	0	0	0	0	0	0
Gcfc2	16	20	25	18	25	26
Mrpl19	41	34	39	33	46	36
Gm38842	0	0	1	0	0	0
Gm20383	0	0	0	0	0	0
Gm32378	0	0	0	0	0	0
Eva1a	0	0	0	2	0	3
Gm40381	0	0	0	0	0	0
Tacr1	43	41	70	56	88	67
Pole4	7	12	17	12	14	15
Gm32425	0	0	0	0	0	0
Gm32534	0	0	0	0	0	0
Gm32480	0	0	0	0	0	0
Hk2	0	1	3	1	0	1
Gm38843	0	0	0	0	0	0
Gm32591	0	0	0	0	0	0
2310069B03Rik	0	0	0	0	0	0
Sema4f	42	38	43	29	32	20
M1ap	0	0	0	0	0	0
Gm32644	0	0	0	0	0	0
Dok1	0	2	1	0	0	1
Loxl3	5	7	11	5	6	13
Mir7040	0	0	0	0	0	0
Htra2	5	9	10	12	12	12
Aup1	32	27	29	27	22	29
Dqx1	0	0	2	0	1	3
Tlx2	0	0	0	0	0	0
Pcgf1	12	14	16	5	16	7
Lbx2	0	0	0	0	0	0
Mir3470a	0	0	0	0	0	0
Ccdc142	10	12	9	7	19	8
Mrpl53	6	14	8	6	8	8
Mogs	13	18	12	16	9	8
Wbp1	1	6	8	4	6	6
Ino80b	7	6	5	9	8	2
Rtkn	7	14	20	18	31	24
Wdr54	7	16	13	11	22	12
1700003E16Rik	11	9	10	10	6	10
Dctn1	247	276	243	224	212	190
Gm15624	22	32	34	20	36	33
Slc4a5	0	0	0	0	1	0
Mthfd2	1	2	5	8	4	4
Mob1a	11	13	21	23	23	25
Bola3	6	10	19	12	11	10
Tet3	80	111	149	114	165	154
Mir6374	2	1	1	0	2	0
B230319C09Rik	1	5	8	1	7	3
Dguok	8	16	18	12	21	18
Actg2	1	0	0	0	0	0
Gm38844	2	0	2	3	5	1
Stambp	25	30	31	22	37	21
Gm21284	1	0	1	0	0	0
Clec4f	0	0	0	1	0	0
Cd207	0	0	0	0	0	0
Vax2os	0	0	0	0	0	1
Vax2	0	0	0	0	1	1
Gm32943	0	0	0	0	0	0
Atp6v1b1	1	2	0	0	1	2
1700124L16Rik	2	5	3	1	0	1
Ankrd53	3	7	0	3	3	1
Tex261	26	20	27	25	28	30
Gm7443	0	0	0	0	0	2
Nagk	15	20	19	11	12	15
Paip2b	35	44	56	34	49	42
Zfp638	355	399	410	317	369	357
Dysf	1	1	1	1	0	0
Gm33024	0	0	0	0	0	0
Gm10445	0	0	0	0	0	0
Gm38845	0	0	0	0	0	0
Cyp26b1	95	68	1	2	1	0
Exoc6b	153	107	149	117	111	116
Npm3-ps1	0	1	0	0	0	2
Gm5878	0	0	0	1	0	0
Spr	8	9	9	1	6	3
Gm10444	0	0	0	0	0	0
Gm33200	0	0	0	0	0	0
Emx1	1	0	0	0	0	0
Sfxn5	25	47	54	46	71	49
Rab11fip5	32	39	34	28	34	21
Mir705	1	1	0	0	1	0
LOC105242701	0	0	0	0	0	0
Noto	0	0	0	0	0	0
Smyd5	20	39	17	17	29	18
Pradc1	4	1	7	1	7	10
Cct7	73	125	95	84	97	82
Fbxo41	112	169	110	109	117	94
Egr4	19	18	11	18	20	20
Alms1	39	66	57	54	62	53
Nat8f7	0	1	1	1	0	1
Nat8f3	0	0	0	1	1	0
Mir6375	0	0	0	0	0	0
Alms1-ps2	0	1	1	0	0	0
Nat8f6	0	0	0	1	0	0
Nat8f5	0	0	0	0	0	0
Nat8	0	0	0	0	0	0
Gm9769	10	12	12	11	8	4
Gm38847	0	0	0	0	0	0
Nat8f2	0	0	0	0	0	0
Nat8f4	7	11	12	6	10	5
Nat8f1	1	3	2	0	4	3
Tprkb	26	43	53	31	43	38
Dusp11	62	107	148	86	116	156
Gm33319	1	0	4	1	0	3
4930553P18Rik	0	1	0	0	1	0
Figla	0	0	0	0	0	0
Add2	292	415	363	322	428	359
Tgfa	18	24	78	44	158	122
Fam136a	17	23	24	19	26	11
Snrpg	9	9	7	7	3	5
Pcyox1	106	158	137	107	99	65
Tia1	93	126	197	141	164	145
C87436	21	17	23	23	28	22
A430078I02Rik	4	3	0	2	6	4
Gm38849	2	0	1	0	1	1
2310040G24Rik	0	0	0	0	0	0
Pcbp1	69	75	87	70	70	58
1600020E01Rik	7	7	13	7	8	12
Gm38676	2	2	3	5	3	9
LOC108169150	0	0	2	0	2	2
Asprv1	1	1	1	0	1	0
Mxd1	24	34	44	39	49	59
Gm38850	8	17	27	14	27	30
Snrnp27	28	35	33	20	29	24
Gmcl1	42	43	79	40	63	53
Anxa4	1	3	5	0	2	0
2610306M01Rik	4	7	5	6	3	4
Aak1	346	482	587	436	537	550
Gm38495	18	45	91	64	87	86
Nfu1	24	30	41	22	22	22
Gfpt1	85	111	149	103	86	87
D6Ertd527e	2	0	0	1	2	0
Gm40382	0	2	0	0	0	0
Antxr1	2	6	9	7	12	15
Gm38851	0	0	1	1	5	3
Gm34170	0	0	1	0	1	1
Gm34090	2	2	4	0	4	5
Gkn1	0	0	0	0	0	0
Gkn2	0	0	0	0	0	0
Gkn3	0	0	0	0	0	0
Bmp10	0	0	0	0	0	0
Arhgap25	0	1	2	2	3	1
Prokr1	0	0	0	0	1	0
Gm34222	0	0	0	0	1	0
Gm34312	0	0	0	0	0	0
Aplf	11	10	14	16	10	9
LOC108169151	0	1	1	0	1	1
Gm38852	0	1	0	2	5	1
1810020O05Rik	0	1	4	3	2	3
E230015B07Rik	0	2	2	2	1	1
Efcc1	22	17	36	15	43	19
Gm34414	7	4	7	4	8	6
Gm5879	11	18	10	11	4	10
Gp9	0	1	0	2	3	1
Rab43	7	8	13	12	11	14
Isy1	20	17	24	23	24	28
Cnbp	164	197	248	153	187	137
Copg1	230	282	267	233	221	198
Hmces	10	12	27	16	14	13
H1fx	15	15	10	12	9	8
Gm5577	5	12	17	16	15	16
Rab7	166	208	218	170	161	179
Gm34872	10	10	17	12	14	16
Gm38855	0	0	0	0	0	0
Rpn1	106	130	145	126	103	87
Mir6376	0	0	0	0	0	0
Gm38708	0	0	0	0	0	0
Gm38856	0	0	0	0	0	0
Gata2	0	0	0	0	0	0
Dnajb8	0	0	0	0	0	0
Eefsec	12	8	19	18	16	13
Ruvbl1	19	30	24	23	16	17
LOC108169152	2	5	6	6	3	10
Sec61a1	26	31	33	43	28	32
Kbtbd12	3	5	0	2	4	1
Gm26588	0	2	2	1	4	3
Mgll	18	30	41	48	50	51
Gm38859	5	8	6	5	19	11
Abtb1	14	10	24	10	15	16
Podxl2	77	83	108	79	43	30
Gm15612	41	50	52	34	29	19
Mcm2	1	3	3	1	1	0
Tpra1	14	33	29	25	22	31
Gm36268	1	0	1	1	0	0
Gm36354	2	1	0	1	0	1
Gm36409	1	1	0	1	1	0
Gm36505	0	0	0	0	0	1
Gm36639	0	0	0	0	0	0
4933427D06Rik	0	0	0	0	0	0
Gm1965	0	0	0	0	0	0
LOC101056056	0	0	0	0	0	0
Gm839	0	0	0	0	0	0
4930512J16Rik	0	0	1	1	0	0
Gm36735	1	1	0	0	0	0
Plxna1	108	105	111	105	43	32
Gm40415	2	0	0	0	0	0
Chchd6	23	13	26	13	17	18
LOC108169153	6	5	15	12	12	25
Txnrd3	2	0	2	2	0	0
Vmn1r40	0	0	0	0	0	0
Vmn1r41	0	0	0	0	0	0
Vmn1r42	0	0	0	0	0	0
Vmn1r43	0	0	0	0	0	0
Vmn1r44	0	0	0	0	0	0
Vmn1r45	0	0	0	0	0	0
Vmn1r46	0	0	0	0	0	0
Vmn1r47	0	0	0	0	0	0
Vmn1r48	0	0	0	0	0	0
Vmn1r49	0	0	0	0	0	0
Vmn1r50	0	0	0	0	0	0
Vmn1r51	1	0	0	0	0	0
LOC108169154	0	0	0	0	0	0
